,prime1,prime2,gap,phi_ratio,silver_ratio,plastic_ratio,phi_residual,silver_residual,plastic_residual
204,1259,1277,18,1.001988747,0.8918656354,0.9241610219,0.6160452417,1.522347927,0.9000161028
205,1277,1279,2,1.000218804,0.8904844661,0.9226708005,0.6178151847,1.523729096,0.9015063242
206,1279,1283,4,1.000436488,0.8906996445,0.9228872598,0.6175975007,1.523513918,0.9012898649
207,1283,1289,6,1.000651903,0.8909340679,0.923117196,0.6173820862,1.523279494,0.9010599287
208,1289,1291,2,1.000216486,0.890610011,0.9227620972,0.6178175032,1.523603551,0.9014150275
209,1291,1297,6,1.00064731,0.8910147576,0.9231750325,0.6173866787,1.523198805,0.9010020922
210,1297,1301,4,1.0004296,0.8908840416,0.9230204068,0.6176043883,1.523329521,0.9011567179
211,1301,1303,2,1.000214213,0.8907341215,0.9228523484,0.6178197756,1.523479441,0.9013247763
212,1303,1307,4,1.00042735,0.8909448148,0.9230642906,0.6176066386,1.523268748,0.9011128341
213,1307,1319,12,1.001273702,0.8917402325,0.9238757128,0.6167602863,1.52247333,0.9003014119
214,1319,1321,2,1.000210888,0.8909176622,0.9229858118,0.6178231008,1.5232959,0.9011913129
215,1321,1327,6,1.00063062,0.8913120654,0.9233881691,0.6174033683,1.522901497,0.9007889556
216,1327,1361,34,1.003518302,0.8939458181,0.9260979934,0.614515687,1.520267744,0.8980791313
217,1361,1367,6,1.000609597,0.8916960604,0.9236635254,0.6174243921,1.522517502,0.9005135993
218,1367,1373,6,1.000606557,0.891752486,0.9237039942,0.6174274316,1.522461076,0.9004731305
219,1373,1381,8,1.000804145,0.8919874016,0.9239294412,0.617229844,1.522226161,0.9002476835
220,1381,1399,18,1.001790984,0.8929449534,0.9248975621,0.616243005,1.521268609,0.8992795626
221,1399,1409,10,1.000983299,0.8923983685,0.9242787039,0.61705069,1.521815194,0.8998984208
222,1409,1423,14,1.001363616,0.8928325718,0.9246994853,0.6166703723,1.521380991,0.8994776394
223,1423,1427,4,1.000386614,0.8920931258,0.9238936032,0.6176473748,1.522120437,0.9002835215
224,1427,1429,2,1.000192826,0.8919576313,0.9237419301,0.6178411625,1.522255931,0.9004351946
225,1429,1433,4,1.00038477,0.8921474164,0.9239328175,0.6176492188,1.522066146,0.9002443072
226,1433,1439,6,1.000574925,0.892354132,0.9241356039,0.6174590642,1.52185943,0.9000415208
227,1439,1447,8,1.00076241,0.8925768105,0.9243493419,0.6172715787,1.521636752,0.8998277828
228,1447,1451,4,1.000379337,0.8923086356,0.9240492693,0.6176546522,1.521904927,0.9001278554
229,1451,1453,2,1.000189205,0.8921755907,0.9239003756,0.6178447842,1.522037972,0.9002767491
230,1453,1459,6,1.000565948,0.8925298817,0.924261719,0.6174680408,1.521683681,0.8999154057
231,1459,1471,12,1.001124311,0.893082499,0.9248173927,0.6169096782,1.521131063,0.899359732
232,1471,1481,10,1.000928897,0.893016408,0.9247160296,0.6171050918,1.521197154,0.8994610951
233,1481,1483,2,1.000184855,0.8924418749,0.9240939393,0.6178491339,1.521771688,0.9000831854
234,1483,1487,4,1.000368895,0.8926238611,0.9242769739,0.6176650939,1.521589701,0.8999001508
235,1487,1489,2,1.000184008,0.8924943346,0.9241320711,0.6178499812,1.521719228,0.9000450536
236,1489,1493,4,1.000367207,0.8926754917,0.9243142709,0.6176667815,1.521538071,0.8998628538
237,1493,1499,6,1.000548769,0.8928727907,0.9245078292,0.6174852199,1.521340772,0.8996692955
