,prime1,prime2,gap,phi_ratio,silver_ratio,plastic_ratio,phi_residual,silver_residual,plastic_residual
204,1259,1277,18,1.001988747,0.8918656354,0.9241610219,0.6160452417,1.522347927,0.9000161028
205,1277,1279,2,1.000218804,0.8904844661,0.9226708005,0.6178151847,1.523729096,0.9015063242
206,1279,1283,4,1.000436488,0.8906996445,0.9228872598,0.6175975007,1.523513918,0.9012898649
207,1283,1289,6,1.000651903,0.8909340679,0.923117196,0.6173820862,1.523279494,0.9010599287
208,1289,1291,2,1.000216486,0.890610011,0.9227620972,0.6178175032,1.523603551,0.9014150275
209,1291,1297,6,1.00064731,0.8910147576,0.9231750325,0.6173866787,1.523198805,0.9010020922
210,1297,1301,4,1.0004296,0.8908840416,0.9230204068,0.6176043883,1.523329521,0.9011567179
211,1301,1303,2,1.000214213,0.8907341215,0.9228523484,0.6178197756,1.523479441,0.9013247763
212,1303,1307,4,1.00042735,0.8909448148,0.9230642906,0.6176066386,1.523268748,0.9011128341
213,1307,1319,12,1.001273702,0.8917402325,0.9238757128,0.6167602863,1.52247333,0.9003014119
214,1319,1321,2,1.000210888,0.8909176622,0.9229858118,0.6178231008,1.5232959,0.9011913129
215,1321,1327,6,1.00063062,0.8913120654,0.9233881691,0.6174033683,1.522901497,0.9007889556
216,1327,1361,34,1.003518302,0.8939458181,0.9260979934,0.614515687,1.520267744,0.8980791313
217,1361,1367,6,1.000609597,0.8916960604,0.9236635254,0.6174243921,1.522517502,0.9005135993
218,1367,1373,6,1.000606557,0.891752486,0.9237039942,0.6174274316,1.522461076,0.9004731305
219,1373,1381,8,1.000804145,0.8919874016,0.9239294412,0.617229844,1.522226161,0.9002476835
220,1381,1399,18,1.001790984,0.8929449534,0.9248975621,0.616243005,1.521268609,0.8992795626
221,1399,1409,10,1.000983299,0.8923983685,0.9242787039,0.61705069,1.521815194,0.8998984208
222,1409,1423,14,1.001363616,0.8928325718,0.9246994853,0.6166703723,1.521380991,0.8994776394
223,1423,1427,4,1.000386614,0.8920931258,0.9238936032,0.6176473748,1.522120437,0.9002835215
224,1427,1429,2,1.000192826,0.8919576313,0.9237419301,0.6178411625,1.522255931,0.9004351946
225,1429,1433,4,1.00038477,0.8921474164,0.9239328175,0.6176492188,1.522066146,0.9002443072
226,1433,1439,6,1.000574925,0.892354132,0.9241356039,0.6174590642,1.52185943,0.9000415208
227,1439,1447,8,1.00076241,0.8925768105,0.9243493419,0.6172715787,1.521636752,0.8998277828
228,1447,1451,4,1.000379337,0.8923086356,0.9240492693,0.6176546522,1.521904927,0.9001278554
229,1451,1453,2,1.000189205,0.8921755907,0.9239003756,0.6178447842,1.522037972,0.9002767491
230,1453,1459,6,1.000565948,0.8925298817,0.924261719,0.6174680408,1.521683681,0.8999154057
231,1459,1471,12,1.001124311,0.893082499,0.9248173927,0.6169096782,1.521131063,0.899359732
232,1471,1481,10,1.000928897,0.893016408,0.9247160296,0.6171050918,1.521197154,0.8994610951
233,1481,1483,2,1.000184855,0.8924418749,0.9240939393,0.6178491339,1.521771688,0.9000831854
234,1483,1487,4,1.000368895,0.8926238611,0.9242769739,0.6176650939,1.521589701,0.8999001508
235,1487,1489,2,1.000184008,0.8924943346,0.9241320711,0.6178499812,1.521719228,0.9000450536
236,1489,1493,4,1.000367207,0.8926754917,0.9243142709,0.6176667815,1.521538071,0.8998628538
237,1493,1499,6,1.000548769,0.8928727907,0.9245078292,0.6174852199,1.521340772,0.8996692955
238,1499,1511,12,1.00109038,0.8934088486,0.9250468374,0.6169436085,1.520804714,0.8991302873
239,1511,1523,12,1.001080577,0.8935047809,0.9251143186,0.6169534121,1.520708782,0.8990628061
240,1523,1531,8,1.000714892,0.8932820073,0.9248521387,0.6173190965,1.520931555,0.899324986
241,1531,1543,12,1.001064603,0.8936627127,0.9252254455,0.6169693854,1.52055085,0.8989516792
242,1543,1549,6,1.000528638,0.8932861715,0.9248045929,0.6175053507,1.520927391,0.8993725318
243,1549,1553,4,1.000351103,0.8931782489,0.924677471,0.6176828853,1.521035313,0.8994996537
244,1553,1559,6,1.000524779,0.8933669104,0.9248625642,0.6175092098,1.520846652,0.8993145605
245,1559,1567,8,1.000696207,0.8935701746,0.92505772,0.6173377819,1.520643388,0.8991194047
246,1567,1571,4,1.00034653,0.8933244647,0.9247831056,0.6176874583,1.520889098,0.8993940191
247,1571,1579,8,1.000690183,0.893664471,0.9251250068,0.6173438062,1.520549091,0.8990521179
248,1579,1583,4,1.000343544,0.8934208096,0.924852712,0.6176904448,1.520792753,0.8993244127
249,1583,1597,14,1.001195194,0.8942142548,0.9256640827,0.6168387945,1.519999308,0.898513042
250,1597,1601,4,1.000339155,0.8935636669,0.9249559241,0.6176948341,1.520649896,0.8992212006
251,1601,1607,6,1.000506975,0.8937459174,0.9251347339,0.6175270142,1.520467645,0.8990423908
252,1607,1609,2,1.000168486,0.8934918589,0.9248570493,0.6178655032,1.520721703,0.8993200754
253,1609,1613,4,1.000336287,0.8936578197,0.9250239492,0.6176977017,1.520555743,0.8991531755
254,1613,1619,6,1.000502701,0.8938385314,0.9252012508,0.6175312876,1.520375031,0.8989758739
255,1619,1621,2,1.000167069,0.8935865475,0.9249258568,0.6178669196,1.520627015,0.8992512679
256,1621,1627,6,1.00049989,0.8938998137,0.9252452668,0.6175340989,1.520313749,0.8989318579
257,1627,1637,10,1.000828653,0.8942411533,0.9255840863,0.6172053356,1.519972409,0.8985930384
258,1637,1657,20,1.001640868,0.8950457909,0.9263929033,0.6163931209,1.519167771,0.8977842214
259,1657,1663,6,1.0004876,0.8941711403,0.925440166,0.617546389,1.520042422,0.8987369587
260,1663,1667,4,1.000323932,0.8940711681,0.9253226027,0.6177100566,1.520142394,0.898854522
261,1667,1669,2,1.000161622,0.8939568475,0.9251949258,0.6178723664,1.520256715,0.8989821989
262,1669,1693,24,1.001924191,0.8955476203,0.926836608,0.6161097978,1.518665942,0.8973405167
263,1693,1697,4,1.000317434,0.8942938056,0.9254834698,0.6177165551,1.519919757,0.8986936549
264,1697,1699,2,1.000158386,0.8941816905,0.9253582884,0.6178756027,1.520031872,0.8988188363
265,1699,1709,10,1.000789019,0.8947605156,0.9259527239,0.6172449698,1.519453047,0.8982244008
266,1709,1721,12,1.000940009,0.8949702631,0.9261470239,0.6170939794,1.519243299,0.8980301008
267,1721,1723,2,1.000155884,0.8943580756,0.9254864359,0.6178781045,1.519855487,0.8986906888
268,1723,1733,10,1.000776596,0.8949278821,0.9260715824,0.617257393,1.51928568,0.8981055423
269,1733,1741,8,1.000617577,0.8948591273,0.925978072,0.6174164115,1.519354435,0.8981990527
270,1741,1747,6,1.000461039,0.8947775032,0.9258758365,0.61757295,1.519436059,0.8983012882
271,1747,1753,6,1.000459246,0.8948194593,0.9259059871,0.6175747424,1.519394103,0.8982711376
272,1753,1759,6,1.000457467,0.894861242,0.9259360138,0.6175765217,1.51935232,0.8982411109
273,1759,1777,18,1.001362473,0.8957139563,0.9268051756,0.6166715154,1.518499606,0.8973719491
274,1777,1783,6,1.000450479,0.8950266643,0.9260548993,0.6175835099,1.519186898,0.8981222254
275,1783,1787,4,1.000299343,0.8949339178,0.9259460061,0.6177346458,1.519279645,0.8982311186
276,1787,1789,2,1.000149376,0.8948279534,0.92582778,0.6178846131,1.519385609,0.8983493447
277,1789,1801,12,1.000892628,0.8955070217,0.9265260843,0.6171413604,1.518706541,0.8976510404
278,1801,1811,10,1.000738666,0.8954533556,0.9264449508,0.6172953227,1.518760207,0.8977321739
279,1811,1823,12,1.000880384,0.895649716,0.9266269241,0.617153605,1.518563846,0.8975502006
280,1823,1831,8,1.000583195,0.8954665866,0.9264122381,0.6174507934,1.518746976,0.8977648866
281,1831,1847,16,1.00115811,0.8960359693,0.9269845864,0.616875879,1.518177593,0.8971925383
282,1847,1861,14,1.001003983,0.8960068564,0.9269213181,0.6170300056,1.518206706,0.8972558066
283,1861,1867,6,1.000427539,0.8955850959,0.9264563055,0.6176064495,1.518628466,0.8977208192
284,1867,1871,4,1.000284142,0.895496832,0.9263527824,0.6177498467,1.51871673,0.8978243423
285,1871,1873,2,1.000141803,0.8953960489,0.9262404102,0.6178921858,1.518817513,0.8979367145
